age,workclass,education,educational_num,marital_status,occupation,relationship,hours_per_week,native_country,income
20,?,Some-college,10,Never-married,?,Not-in-family,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Sales,Not-in-family,25,United-States,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
68,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,>50K
22,Private,Some-college,10,Divorced,Protective-serv,Not-in-family,40,United-States,<=50K
56,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
52,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,40,Mexico,<=50K
26,Private,HS-grad,9,Separated,Handlers-cleaners,Own-child,40,Puerto-Rico,<=50K
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,50,United-States,<=50K
45,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,42,United-States,<=50K
18,Private,11th,7,Never-married,Other-service,Own-child,15,United-States,<=50K
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,60,United-States,>50K
64,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,50,?,>50K
18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,20,United-States,<=50K
20,?,Some-college,10,Never-married,?,Own-child,45,United-States,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
41,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,42,United-States,<=50K
34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
19,Private,HS-grad,9,Never-married,Sales,Unmarried,40,United-States,<=50K
44,Private,9th,5,Divorced,Other-service,Unmarried,55,Dominican-Republic,<=50K
56,Private,10th,6,Widowed,Other-service,Unmarried,40,United-States,<=50K
36,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,80,United-States,<=50K
48,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,48,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,40,United-States,>50K
33,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,40,United-States,<=50K
31,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,40,Mexico,<=50K
39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,45,United-States,>50K
66,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,50,United-States,>50K
39,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,40,United-States,>50K
59,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,50,United-States,>50K
26,Private,HS-grad,9,Never-married,Other-service,Own-child,40,United-States,<=50K
31,Private,Assoc-voc,11,Divorced,Craft-repair,Unmarried,40,United-States,<=50K
45,?,HS-grad,9,Widowed,?,Unmarried,40,Mexico,<=50K
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,30,United-States,<=50K
36,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
34,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,12,United-States,>50K
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,84,United-States,>50K
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
33,Private,Bachelors,13,Never-married,Sales,Not-in-family,45,United-States,<=50K
50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,80,United-States,>50K
32,Federal-gov,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,40,United-States,<=50K
35,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
37,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
44,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,60,United-States,<=50K
57,Private,Some-college,10,Divorced,Handlers-cleaners,Other-relative,25,United-States,<=50K
29,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,40,United-States,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,50,United-States,>50K
43,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,25,United-States,>50K
43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,70,United-States,<=50K
45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,60,United-States,>50K
33,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,8,United-States,<=50K
26,Private,10th,6,Divorced,Other-service,Unmarried,40,Germany,<=50K
23,Private,Some-college,10,Married-civ-spouse,Sales,Husband,68,United-States,<=50K
41,Private,7th-8th,4,Separated,Craft-repair,Not-in-family,40,Mexico,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,44,United-States,<=50K
34,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,45,United-States,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,40,United-States,<=50K
24,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,40,South,<=50K
73,?,Some-college,10,Married-civ-spouse,?,Husband,10,United-States,<=50K
23,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,15,United-States,<=50K
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
26,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,40,United-States,<=50K
58,Self-emp-not-inc,Doctorate,16,Married-AF-spouse,Exec-managerial,Wife,35,United-States,>50K
52,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,35,United-States,<=50K
29,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,99,United-States,>50K
47,Private,11th,7,Married-civ-spouse,Other-service,Husband,35,Columbia,<=50K
49,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,37,United-States,<=50K
40,Private,11th,7,Widowed,Adm-clerical,Unmarried,40,United-States,<=50K
62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,40,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,55,United-States,>50K
50,Private,Bachelors,13,Divorced,Prof-specialty,Other-relative,50,United-States,>50K
31,Private,HS-grad,9,Never-married,Transport-moving,Own-child,40,United-States,<=50K
48,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,50,United-States,<=50K
24,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,40,United-States,<=50K
41,?,HS-grad,9,Never-married,?,Own-child,40,United-States,<=50K
37,Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,60,United-States,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,45,Japan,>50K
63,?,HS-grad,9,Married-civ-spouse,?,Husband,16,United-States,<=50K
36,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,45,India,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,<=50K
41,Private,Bachelors,13,Never-married,Sales,Not-in-family,40,United-States,<=50K
26,Private,Assoc-acdm,12,Never-married,Tech-support,Other-relative,20,United-States,<=50K
17,Private,11th,7,Never-married,Sales,Own-child,25,United-States,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,36,?,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,65,United-States,<=50K
35,Private,HS-grad,9,Never-married,Transport-moving,Own-child,55,United-States,<=50K
38,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,40,United-States,<=50K
28,Private,Some-college,10,Never-married,Exec-managerial,Own-child,40,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,24,United-States,>50K
36,Private,11th,7,Divorced,Transport-moving,Unmarried,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,40,United-States,>50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,70,United-States,<=50K
22,?,Assoc-acdm,12,Never-married,?,Own-child,25,United-States,<=50K
42,Federal-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,40,Mexico,<=50K
50,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,40,United-States,>50K
30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,30,United-States,<=50K
37,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,40,Cambodia,<=50K
54,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
52,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,40,United-States,<=50K
65,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,40,?,<=50K
33,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
25,Private,Some-college,10,Never-married,Tech-support,Other-relative,40,United-States,<=50K
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,45,United-States,<=50K
26,Private,Assoc-voc,11,Separated,Adm-clerical,Unmarried,40,United-States,<=50K
39,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,40,United-States,>50K
59,Private,HS-grad,9,Divorced,Other-service,Not-in-family,40,United-States,<=50K
29,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,40,United-States,<=50K
47,Private,11th,7,Never-married,Other-service,Own-child,45,United-States,<=50K
23,?,Some-college,10,Never-married,?,Own-child,35,United-States,<=50K
64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,50,United-States,<=50K
21,Private,HS-grad,9,Never-married,Other-service,Own-child,20,United-States,<=50K
32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,40,United-States,>50K
26,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,37,United-States,<=50K
19,?,Some-college,10,Never-married,?,Own-child,20,United-States,<=50K
62,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,55,United-States,>50K
75,?,10th,6,Married-spouse-absent,?,Not-in-family,5,United-States,<=50K
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,60,United-States,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
25,Private,Bachelors,13,Never-married,Sales,Own-child,40,United-States,<=50K
41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,60,United-States,<=50K
18,Private,Some-college,10,Never-married,Sales,Own-child,20,United-States,<=50K
44,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,55,United-States,>50K
40,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,50,United-States,<=50K
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
37,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,48,United-States,<=50K
43,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
45,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,44,United-States,<=50K
24,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,42,United-States,<=50K
19,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,35,United-States,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,65,United-States,>50K
24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,35,United-States,<=50K
34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,40,Germany,<=50K
50,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,39,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,Puerto-Rico,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,60,United-States,<=50K
44,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,38,United-States,<=50K
45,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,40,United-States,<=50K
32,State-gov,11th,7,Never-married,Protective-serv,Own-child,40,United-States,<=50K
47,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
32,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,40,United-States,<=50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
19,?,Some-college,10,Never-married,?,Own-child,20,United-States,<=50K
28,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,10,?,<=50K
28,Private,HS-grad,9,Divorced,Sales,Other-relative,50,United-States,<=50K
39,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,40,Poland,>50K
21,Private,Some-college,10,Never-married,Other-service,Not-in-family,40,United-States,<=50K
73,Self-emp-not-inc,Some-college,10,Widowed,Farming-fishing,Not-in-family,75,United-States,<=50K
39,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,40,Mexico,<=50K
25,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,40,United-States,<=50K
31,Private,Some-college,10,Married-AF-spouse,Sales,Wife,20,United-States,<=50K
51,Private,Some-college,10,Divorced,Sales,Not-in-family,32,United-States,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,28,United-States,<=50K
31,Private,Bachelors,13,Divorced,Handlers-cleaners,Own-child,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Sales,Own-child,17,United-States,<=50K
46,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,50,United-States,>50K
73,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,35,United-States,<=50K
41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
20,Private,HS-grad,9,Never-married,Transport-moving,Own-child,40,United-States,<=50K
27,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,30,United-States,<=50K
24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,35,United-States,<=50K
20,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
39,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,40,United-States,<=50K
27,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,28,United-States,<=50K
33,Private,11th,7,Married-civ-spouse,Sales,Husband,60,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,<=50K
36,State-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
55,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,36,United-States,<=50K
19,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,40,United-States,<=50K
35,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,60,United-States,<=50K
34,Private,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,40,Laos,<=50K
62,State-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,35,United-States,<=50K
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
39,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,55,Mexico,<=50K
36,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,40,United-States,<=50K
41,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,33,United-States,<=50K
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,60,United-States,<=50K
38,?,HS-grad,9,Married-civ-spouse,?,Wife,10,United-States,>50K
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,10,United-States,<=50K
61,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,45,United-States,>50K
20,Federal-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,36,United-States,<=50K
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,65,United-States,>50K
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,40,United-States,<=50K
66,Private,10th,6,Widowed,Other-service,Unmarried,38,United-States,<=50K
21,Private,HS-grad,9,Never-married,Transport-moving,Other-relative,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Other-service,Own-child,18,United-States,<=50K
34,Private,Some-college,10,Divorced,Adm-clerical,Own-child,40,United-States,<=50K
63,Private,5th-6th,3,Never-married,Priv-house-serv,Not-in-family,50,?,<=50K
20,?,HS-grad,9,Never-married,?,Unmarried,40,United-States,<=50K
31,Private,HS-grad,9,Separated,Tech-support,Not-in-family,40,United-States,<=50K
41,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,60,United-States,<=50K
64,State-gov,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,45,Columbia,<=50K
32,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,40,United-States,<=50K
30,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,50,United-States,>50K
36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,72,United-States,<=50K
